movie_title,actor_name
My Best Friend's Wedding,Christopher Masterson
My Best Friend's Wedding,Rupert Everett
America's Sweethearts,Julia Roberts
America's Sweethearts,Rainn Wilson
America's Sweethearts,Larry King
Insomnia,Al Pacino
Insomnia,Maura Tierney
Insomnia,Crystal Lowe
Star Trek: First Contact,LeVar Burton
Star Trek: First Contact,Alfre Woodard
Star Trek: First Contact,Jonathan Frakes
Jonah Hex,Michael Fassbender
Jonah Hex,Billy Blair
Jonah Hex,Julia Jones
Courage Under Fire,Denzel Washington
Courage Under Fire,Matt Damon
Courage Under Fire,Scott Glenn
Liar Liar,Maura Tierney
Liar Liar,Swoosie Kurtz
Liar Liar,Randall 'Tex' Cobb
The Infiltrator,Joseph Gilgun
The Infiltrator,Amy Ryan
The Infiltrator,Olympia Dukakis
Inchon,Laurence Olivier
Inchon,Ben Gazzara
Inchon,Jacqueline Bisset
The Flintstones,Jonathan Winters
The Flintstones,Elizabeth Perkins
The Flintstones,Harvey Korman
Taken 2,Liam Neeson
Taken 2,Luke Grimes
Taken 2,D.B. Sweeney
Scary Movie 3,Regina Hall
Scary Movie 3,Pamela Anderson
Scary Movie 3,Jenny McCarthy
Miss Congeniality,Candice Bergen
Miss Congeniality,Wendy Raquel Robinson
Miss Congeniality,Heather Burns
Journey to the Center of the Earth,Josh Hutcherson
Journey to the Center of the Earth,Brendan Fraser
Journey to the Center of the Earth,Anita Briem
The Princess Diaries 2: Royal Engagement,Anne Hathaway
The Princess Diaries 2: Royal Engagement,Raven-Symoné
The Princess Diaries 2: Royal Engagement,Hector Elizondo
The Pelican Brief,Denzel Washington
The Pelican Brief,Julia Roberts
The Pelican Brief,Tony Goldwyn
The Client,Bradley Whitford
The Client,Anthony LaPaglia
The Client,Brad Renfro
The Bucket List,Morgan Freeman
The Bucket List,Noel Gugliemi
The Bucket List,Sean Hayes
Patriot Games,Harrison Ford
Patriot Games,Polly Walker
Patriot Games,Patrick Bergin
Monster-in-Law,Adam Scott
Monster-in-Law,Jane Fonda
Monster-in-Law,Elaine Stritch
Prisoners,Hugh Jackman
Prisoners,Jake Gyllenhaal
Prisoners,Dylan Minnette
Training Day,Denzel Washington
Training Day,Snoop Dogg
Training Day,Tom Berenger
Galaxy Quest,Alan Rickman
Galaxy Quest,Enrico Colantoni
Galaxy Quest,Robin Sachs
Scary Movie 2,Natasha Lyonne
Scary Movie 2,Veronica Cartwright
Scary Movie 2,Andy Richter
The Muppets,Bill Cobbs
The Muppets,Eric Jacobson
The Muppets,Steve Whitmire
Blade,Sanaa Lathan
Blade,Traci Lords
Blade,Udo Kier
Coach Carter,Channing Tatum
Coach Carter,Rick Gonzalez
Coach Carter,Robert Ri'chard
Changing Lanes,Sydney Pollack
Changing Lanes,Matt Malloy
Changing Lanes,Bruce Altman
Anaconda,Frank Welker
Anaconda,Eric Stoltz
Anaconda,Kari Wuhrer
Coyote Ugly,Adam Garcia
Coyote Ugly,Tyra Banks
Coyote Ugly,Izabella Miko
Love Actually,Colin Firth
Love Actually,Liam Neeson
Love Actually,Kris Marshall
A Bug's Life,Kevin Spacey
A Bug's Life,Madeline Kahn
A Bug's Life,John Ratzenberger
From Hell,Johnny Depp
From Hell,Jason Flemyng
From Hell,Ian Richardson
The Specialist,Sylvester Stallone
The Specialist,Rod Steiger
The Specialist,Emilio Estefan Jr.
Tin Cup,Don Johnson
Tin Cup,Cheech Marin
Tin Cup,Rene Russo
"Yours, Mine and Ours",Lucille Ball
"Yours, Mine and Ours",Tom Bosley
"Yours, Mine and Ours",Tim Matheson
Kicking & Screaming,Josh Hutcherson
Kicking & Screaming,Will Ferrell
Kicking & Screaming,Robert Duvall
The Hitchhiker's Guide to the Galaxy,Zooey Deschanel
The Hitchhiker's Guide to the Galaxy,Kelly Macdonald
The Hitchhiker's Guide to the Galaxy,Thomas Lennon
Fat Albert,Dania Ramirez
Fat Albert,Nick Zano
Fat Albert,Alice Greczyn
Resident Evil: Extinction,Milla Jovovich
Resident Evil: Extinction,Mike Epps
Resident Evil: Extinction,James Tumminia
Blended,Bella Thorne
Blended,Adam Sandler
Blended,Joel McHale
Last Holiday,LL Cool J
Last Holiday,Alicia Witt
Last Holiday,Timothy Hutton
The River Wild,Meryl Streep
The River Wild,Glenn Morshower
The River Wild,William Lucking
The Indian in the Cupboard,Steve Coogan
The Indian in the Cupboard,Vincent Kartheiser
The Indian in the Cupboard,David Keith
Savages,Demián Bichir
Savages,Shea Whigham
Savages,Gary Stretch
Cellular,Richard Burgi
Cellular,Valerie Cruz
Cellular,Will Beinbrink
Johnny English,Kevin McNally
Johnny English,Natalie Imbruglia
Johnny English,Ben Miller
The Ant Bully,Nicolas Cage
The Ant Bully,Meryl Streep
The Ant Bully,Julia Roberts
Dune,Virginia Madsen
Dune,Jürgen Prochnow
Dune,José Ferrer
Across the Universe,Jim Sturgess
Across the Universe,T.V. Carpio
Across the Universe,Robert Clohessy
Revolutionary Road,Leonardo DiCaprio
Revolutionary Road,Kate Winslet
Revolutionary Road,Joe Komara
16 Blocks,Bruce Willis
16 Blocks,David Zayas
16 Blocks,Sasha Roiz
Babylon A.D.,Vin Diesel
Babylon A.D.,Charlotte Rampling
Babylon A.D.,David Belle
The Glimmer Man,Alexa PenaVega
The Glimmer Man,Bob Gunton
The Glimmer Man,Keenen Ivory Wayans
Multiplicity,John de Lancie
Multiplicity,Brian Doyle-Murray
Multiplicity,Obba Babatundé
Aliens in the Attic,Malese Jow
Aliens in the Attic,Carter Jenkins
Aliens in the Attic,Tim Meadows
The Pledge,Costas Mandylor
The Pledge,Adrien Dorval
The Pledge,Nels Lennarson
The Producers,Jon Lovitz
The Producers,Will Ferrell
The Producers,Matthew Broderick
The Phantom,Cary-Hiroyuki Tagawa
The Phantom,Treat Williams
The Phantom,Kristy Swanson
All the Pretty Horses,Matt Damon
All the Pretty Horses,Henry Thomas
All the Pretty Horses,Sam Shepard
Nixon,Anthony Hopkins
Nixon,Bob Hoskins
Nixon,Joan Allen
The Ghost Writer,Jim Belushi
The Ghost Writer,Olivia Williams
The Ghost Writer,Timothy Hutton
Deep Rising,Djimon Hounsou
Deep Rising,Jason Flemyng
Deep Rising,Wes Studi
Miracle at St. Anna,Joseph Gordon-Levitt
Miracle at St. Anna,Omari Hardwick
Miracle at St. Anna,Laz Alonso
Curse of the Golden Flower,Li Gong
Curse of the Golden Flower,Ye Liu
Curse of the Golden Flower,Man Li
Bangkok Dangerous,Nicolas Cage
Bangkok Dangerous,Charlie Yeung
Bangkok Dangerous,James With
Big Trouble,Zooey Deschanel
Big Trouble,Janeane Garofalo
Big Trouble,Omar Epps
Love in the Time of Cholera,Marcela Mar
Love in the Time of Cholera,Giovanna Mezzogiorno
Love in the Time of Cholera,Unax Ugalde
Shadow Conspiracy,Sam Waterston
Shadow Conspiracy,Ben Gazzara
Shadow Conspiracy,Nicholas Turturro
Johnny English Reborn,Daniel Kaluuya
Johnny English Reborn,Tim McInnerny
Johnny English Reborn,Togo Igawa
Foodfight!,Jerry Stiller
Foodfight!,Larry Miller
Foodfight!,Harvey Fierstein
Argo,Clea DuVall
Argo,Scoot McNairy
Argo,Tate Donovan
The Fugitive,Harrison Ford
The Fugitive,Daniel Roebuck
The Fugitive,Sela Ward
The Bounty Hunter,Gerard Butler
The Bounty Hunter,Dorian Missick
The Bounty Hunter,Peter Greene
Sleepers,Robert De Niro
Sleepers,Brad Pitt
Sleepers,Minnie Driver
Rambo: First Blood Part II,Sylvester Stallone
Rambo: First Blood Part II,Julia Nickson
Rambo: First Blood Part II,Martin Kove
The Juror,Joseph Gordon-Levitt
The Juror,Demi Moore
The Juror,Anne Heche
Pinocchio,Mel Blanc
Pinocchio,Dickie Jones
Pinocchio,Cliff Edwards
Heaven's Gate,Jeff Bridges
Heaven's Gate,Sam Waterston
Heaven's Gate,Isabelle Huppert
Underworld: Evolution,Sophia Myles
Underworld: Evolution,Tony Curran
Underworld: Evolution,Derek Jacobi
Victor Frankenstein,Daniel Radcliffe
Victor Frankenstein,Spencer Wilding
Victor Frankenstein,Daniel Mays
Finding Forrester,F. Murray Abraham
Finding Forrester,Rob Brown
Finding Forrester,Michael Nouri
28 Days,Steve Buscemi
28 Days,Viggo Mortensen
28 Days,Elizabeth Perkins
Unleashed,Morgan Freeman
Unleashed,Jet Li
Unleashed,Bob Hoskins
The Sweetest Thing,Judith Chapman
The Sweetest Thing,Lillian Adams
The Sweetest Thing,Chelsea Bond
The Firm,Tom Cruise
The Firm,Holly Hunter
The Firm,Wilford Brimley
Charlie St. Cloud,Augustus Prew
Charlie St. Cloud,Charlie Tahan
Charlie St. Cloud,Valerie Tian
The Mechanic,Jason Statham
The Mechanic,Tony Goldwyn
The Mechanic,Mini Anden
21 Jump Street,Channing Tatum
21 Jump Street,Dax Flame
21 Jump Street,Rob Riggle
Notting Hill,Julia Roberts
Notting Hill,Clarke Peters
Notting Hill,Dylan Moran
Chicken Run,Imelda Staunton
Chicken Run,Miranda Richardson
Chicken Run,Julia Sawalha
Along Came Polly,Philip Seymour Hoffman
Along Came Polly,Masi Oka
Along Came Polly,Debra Messing
Boomerang,John Witherspoon
Boomerang,Eartha Kitt
Boomerang,Geoffrey Holder
The Heat,Michael Rapaport
The Heat,William Xifaras
The Heat,Demián Bichir
Cleopatra,Martin Landau
Cleopatra,Richard Burton
Cleopatra,Roddy McDowall
Here Comes the Boom,Salma Hayek
Here Comes the Boom,Reggie Lee
Here Comes the Boom,Charice
High Crimes,Morgan Freeman
High Crimes,Adam Scott
High Crimes,Bruce Davison
The Mirror Has Two Faces,Jeff Bridges
The Mirror Has Two Faces,Austin Pendleton
The Mirror Has Two Faces,Mimi Rogers
The Mothman Prophecies,Debra Messing
The Mothman Prophecies,Will Patton
The Mothman Prophecies,David Eigenberg
Brüno,Bono
Brüno,Elton John
Brüno,Slash
Licence to Kill,Robert Davi
Licence to Kill,Talisa Soto
Licence to Kill,Anthony Zerbe
Red Riding Hood,Gary Oldman
Red Riding Hood,Billy Burke
Red Riding Hood,Virginia Madsen
15 Minutes,Robert De Niro
15 Minutes,Charlize Theron
15 Minutes,Kelsey Grammer
Super Mario Bros.,Bob Hoskins
Super Mario Bros.,Fisher Stevens
Super Mario Bros.,Fiona Shaw
Lord of War,Nicolas Cage
Lord of War,Jeremy Crutchley
Lord of War,Jared Burke
Hero,Jet Li
Hero,Tony Chiu Wai Leung
Hero,Maggie Cheung
One for the Money,Fisher Stevens
One for the Money,Debbie Reynolds
One for the Money,Patrick Fischler
The Interview,James Franco
The Interview,Randall Park
The Interview,Anders Holm
The Warrior's Way,Tony Cox
The Warrior's Way,Dong-gun Jang
The Warrior's Way,Jed Brophy
Micmacs,Omar Sy
Micmacs,Dany Boon
Micmacs,André Dussollier
8 Mile,Mekhi Phifer
8 Mile,Omar Benson Miller
8 Mile,Evan Jones
A Knight's Tale,Heath Ledger
A Knight's Tale,Rufus Sewell
A Knight's Tale,Bérénice Bejo
The Medallion,Julian Sands
The Medallion,Lee Evans
The Medallion,Anthony Chau-Sang Wong
The Sixth Sense,Bruce Willis
The Sixth Sense,Haley Joel Osment
The Sixth Sense,Olivia Williams
Man on a Ledge,Robert Clohessy
Man on a Ledge,Mandy Gonzalez
Man on a Ledge,J. Smith-Cameron
The Big Year,Joel McHale
The Big Year,Kevin Pollak
The Big Year,JoBeth Williams
The Karate Kid,Martin Kove
The Karate Kid,William Zabka
The Karate Kid,William Bassett
American Hustle,Jennifer Lawrence
American Hustle,Christian Bale
American Hustle,Bradley Cooper
The Proposal,Ryan Reynolds
The Proposal,Denis O'Hare
The Proposal,Craig T. Nelson
Double Jeopardy,Bruce Greenwood
Double Jeopardy,Annabeth Gish
Double Jeopardy,Bruce Campbell
Back to the Future Part II,Lea Thompson
Back to the Future Part II,Jeffrey Weissman
Back to the Future Part II,Thomas F. Wilson
Lucy,Scarlett Johansson
Lucy,Morgan Freeman
Lucy,Amr Waked
Fifty Shades of Grey,Jennifer Ehle
Fifty Shades of Grey,Luke Grimes
Fifty Shades of Grey,Callum Rennie
Spy Kids 3-D: Game Over,Sylvester Stallone
Spy Kids 3-D: Game Over,Salma Hayek
Spy Kids 3-D: Game Over,Alexa PenaVega
A Time to Kill,Kevin Spacey
A Time to Kill,Matthew McConaughey
A Time to Kill,Oliver Platt
Cheaper by the Dozen,Tom Welling
Cheaper by the Dozen,Alyson Stoner
Cheaper by the Dozen,Bonnie Hunt
Lone Survivor,Jerry Ferrara
Lone Survivor,Scott Elrod
Lone Survivor,Dan Bilzerian
A League of Their Own,Tom Hanks
A League of Their Own,Lori Petty
A League of Their Own,Rosie O'Donnell
The Conjuring 2,Javier Botet
The Conjuring 2,Frances O'Connor
The Conjuring 2,Robin Atkin Downes
The Social Network,Andrew Garfield
The Social Network,Dustin Fitzsimons
The Social Network,Marcella Lentz-Pope
He's Just Not That Into You,Carmen Perez
He's Just Not That Into You,Sabrina Revelle
He's Just Not That Into You,Sachiko Ishida
Scary Movie 4,Beau Mirchoff
Scary Movie 4,Carmen Electra
Scary Movie 4,Regina Hall
Scream 3,Kelly Rutherford
Scream 3,Roger Jackson
Scream 3,Nancy O'Dell
Back to the Future Part III,Lea Thompson
Back to the Future Part III,Jeffrey Weissman
Back to the Future Part III,Thomas F. Wilson
Get Hard,Will Ferrell
Get Hard,Alison Brie
Get Hard,Craig T. Nelson
Bram Stoker's Dracula,Keanu Reeves
Bram Stoker's Dracula,Anthony Hopkins
Bram Stoker's Dracula,Gary Oldman
Julie & Julia,Meryl Streep
Julie & Julia,Mary Lynn Rajskub
Julie & Julia,Vanessa Ferlito
42,Harrison Ford
42,Christopher Meloni
42,Nicole Beharie
The Talented Mr. Ripley,Philip Seymour Hoffman
The Talented Mr. Ripley,Matt Damon
The Talented Mr. Ripley,Jack Davenport
Dumb and Dumber To,Bill Murray
Dumb and Dumber To,Kathleen Turner
Dumb and Dumber To,Rob Riggle
Eight Below,Paul Walker
Eight Below,Bruce Greenwood
Eight Below,Wendy Crewson
The Intern,Robert De Niro
The Intern,Anne Hathaway
The Intern,Rene Russo
Ride Along 2,Olivia Munn
Ride Along 2,Nadine Velazquez
Ride Along 2,Bruce McGill
The Last of the Mohicans,Wes Studi
The Last of the Mohicans,Terry Kinney
The Last of the Mohicans,Eric Schweig
Ray,Bokeem Woodbine
Ray,Curtis Armstrong
Ray,Harry Lennix
Sin City,Rosario Dawson
Sin City,Powers Boothe
Sin City,Jason Douglas
Vantage Point,Dennis Quaid
Vantage Point,Edgar Ramírez
Vantage Point,William Hurt
"I Love You, Man",J.K. Simmons
"I Love You, Man",Jon Favreau
"I Love You, Man",Jane Curtin
Shallow Hal,Jason Alexander
Shallow Hal,Bruce McGill
Shallow Hal,Susan Ward
JFK,Sally Kirkland
JFK,Jay O. Sanders
JFK,Cheryl Penland
Big Momma's House 2,Chloë Grace Moretz
Big Momma's House 2,Nia Long
Big Momma's House 2,Marisol Nichols
The Mexican,J.K. Simmons
The Mexican,Brad Pitt
The Mexican,Julia Roberts
17 Again,Matthew Perry
17 Again,Hunter Parrish
17 Again,Thomas Lennon
The Other Woman,Don Johnson
The Other Woman,Kate Upton
The Other Woman,David Thornton
The Final Destination,Krista Allen
The Final Destination,Andrew Fiscella
The Final Destination,Shantel VanSanten
Bridge of Spies,Tom Hanks
Bridge of Spies,Mark Rylance
Bridge of Spies,Amy Ryan
Behind Enemy Lines,Joaquim de Almeida
Behind Enemy Lines,David Keith
Behind Enemy Lines,Sam Jaeger
Get Him to the Greek,Pink
Get Him to the Greek,Mario Lopez
Get Him to the Greek,Lino Facioli
Shall We Dance,Lisa Ann Walter
Shall We Dance,Nick Cannon
Shall We Dance,Omar Benson Miller
Small Soldiers,Kirsten Dunst
Small Soldiers,Denis Leary
Small Soldiers,Robert Picardo
Spawn,Michael Jai White
Spawn,Frank Welker
Spawn,Miko Hughes
The Count of Monte Cristo,Henry Cavill
The Count of Monte Cristo,James Frain
The Count of Monte Cristo,Michael Wincott
The Lincoln Lawyer,Matthew McConaughey
The Lincoln Lawyer,Margarita Levieva
The Lincoln Lawyer,Frances Fisher
Unknown,Liam Neeson
Unknown,Frank Langella
Unknown,Aidan Quinn
The Prestige,Christian Bale
The Prestige,Hugh Jackman
The Prestige,Scarlett Johansson
Horrible Bosses 2,Kevin Spacey
Horrible Bosses 2,Christoph Waltz
Horrible Bosses 2,Lindsay Sloane
Escape from Planet Earth,Brendan Fraser
Escape from Planet Earth,Paul Scheer
Escape from Planet Earth,Jonathan Morgan Heit
Apocalypto,Rudy Youngblood
Apocalypto,Dalia Hernández
Apocalypto,Jonathan Brewer
The Living Daylights,Joe Don Baker
The Living Daylights,Desmond Llewelyn
The Living Daylights,Art Malik
Predators,Topher Grace
Predators,Alice Braga
Predators,Derek Mears
Legal Eagles,Brian Dennehy
Legal Eagles,Debra Winger
Legal Eagles,Roscoe Lee Browne
Secret Window,Johnny Depp
Secret Window,Charles S. Dutton
Secret Window,Timothy Hutton
The Lake House,Keanu Reeves
The Lake House,Dylan Walsh
The Lake House,Ebon Moss-Bachrach
The Skeleton Key,Gena Rowlands
The Skeleton Key,Deneen Tyler
The Skeleton Key,Joy Bryant
The Odd Life of Timothy Green,Jennifer Garner
The Odd Life of Timothy Green,Odeya Rush
The Odd Life of Timothy Green,Common
Made of Honor,Busy Philipps
Made of Honor,Beau Garrett
Made of Honor,Kevin Sussman
Jersey Boys,Johnny Cannizzaro
Jersey Boys,Steve Schirripa
Jersey Boys,Scott Vance
The Rainmaker,Matt Damon
The Rainmaker,Dean Stockwell
The Rainmaker,Virginia Madsen
Gothika,Robert Downey Jr.
Gothika,Charles S. Dutton
Gothika,Bernard Hill
Amistad,Anthony Hopkins
Amistad,Morgan Freeman
Amistad,Matthew McConaughey
Medicine Man,Lorraine Bracco
Medicine Man,José Wilker
Medicine Man,Sean Connery
Aliens vs. Predator: Requiem,Sam Trammell
Aliens vs. Predator: Requiem,Johnny Lewis
Aliens vs. Predator: Requiem,Ian Whyte
Ri¢hie Ri¢h,Macaulay Culkin
Ri¢hie Ri¢h,John Larroquette
Ri¢hie Ri¢h,Jonathan Hyde
Autumn in New York,J.K. Simmons
Autumn in New York,Sam Trammell
Autumn in New York,Elaine Stritch
Music and Lyrics,Brad Garrett
Music and Lyrics,Scott Porter
Music and Lyrics,Haley Bennett
Paul,Bobby Lee
Paul,Nelson Ascencio
Paul,Jeremy Owen
The Guilt Trip,Miriam Margolyes
The Guilt Trip,Tom Virtue
The Guilt Trip,Julene Renee
Scream 4,Alison Brie
Scream 4,Aimee Teegarden
Scream 4,Shenae Grimes-Beech
8MM,Nicolas Cage
8MM,Chris Bauer
8MM,Anthony Heald
The Doors,Michael Wincott
The Doors,Kevin Dillon
The Doors,Kathleen Quinlan
Sex Tape,James Wilcox
Sex Tape,Randall Park
Sex Tape,Nat Faxon
Hanging Up,Adam Arkin
Hanging Up,Celia Weston
Hanging Up,Jesse James
Final Destination 5,Emma Bell
Final Destination 5,Jacqueline MacInnes Wood
Final Destination 5,Courtney B. Vance
Mickey Blue Eyes,Jeanne Tripplehorn
Mickey Blue Eyes,Burt Young
Mickey Blue Eyes,Vincent Pastore
Pay It Forward,Kevin Spacey
Pay It Forward,Haley Joel Osment
Pay It Forward,Angie Dickinson
Fever Pitch,Jimmy Fallon
Fever Pitch,KaDee Strickland
Fever Pitch,Ione Skye
Drillbit Taylor,Lisa Ann Walter
Drillbit Taylor,Shaun Weiss
Drillbit Taylor,Matt Walsh
A Million Ways to Die in the West,Liam Neeson
A Million Ways to Die in the West,Charlize Theron
A Million Ways to Die in the West,Seth MacFarlane
The Shadow,Jonathan Winters
The Shadow,Peter Boyle
The Shadow,John Kapelos
Extremely Loud & Incredibly Close,Tom Hanks
Extremely Loud & Incredibly Close,Thomas Horn
Extremely Loud & Incredibly Close,Stephen Henderson
Morning Glory,Noah Bean
Morning Glory,Patti D'Arbanville
Morning Glory,Vanessa Aspillaga
Get Rich or Die Tryin',50 Cent
Get Rich or Die Tryin',Bill Duke
Get Rich or Die Tryin',Marc John Jefferies
The Art of War,Michael Biehn
The Art of War,Cary-Hiroyuki Tagawa
The Art of War,Anne Archer
Rent,Rosario Dawson
Rent,David Fine
Rent,Jesse L. Martin
Bless the Child,Rufus Sewell
Bless the Child,Jimmy Smits
Bless the Child,Angela Bettis
The Out-of-Towners,Oliver Hudson
The Out-of-Towners,Valerie Perri
The Out-of-Towners,Carlease Burke
The Island of Dr. Moreau,Marlon Brando
The Island of Dr. Moreau,Temuera Morrison
The Island of Dr. Moreau,Marco Hofschneider
The Musketeer,Catherine Deneuve
The Musketeer,Justin Chambers
The Musketeer,Stephen Rea
The Other Boleyn Girl,Natalie Portman
The Other Boleyn Girl,Scarlett Johansson
The Other Boleyn Girl,Benedict Cumberbatch
Sweet November,Keanu Reeves
Sweet November,Charlize Theron
Sweet November,Frank Langella
The Reaping,Stephen Rea
The Reaping,Andrea Frankle
The Reaping,William Ragsdale
Mean Streets,Robert De Niro
Mean Streets,David Carradine
Mean Streets,David Proval
Renaissance Man,Ed Begley Jr.
Renaissance Man,Cliff Robertson
Renaissance Man,Lillo Brancato
Colombiana,Jordi Mollà
Colombiana,Callum Blue
Colombiana,Jesse Borrego
The Magic Sword: Quest for Camelot,Gary Oldman
The Magic Sword: Quest for Camelot,Jaleel White
The Magic Sword: Quest for Camelot,Eric Idle
City by the Sea,Robert De Niro
City by the Sea,James Franco
City by the Sea,John Doman
At First Sight,Mira Sorvino
At First Sight,Nathan Lane
At First Sight,Steven Weber
Torque,Dane Cook
Torque,Jay Hernandez
Torque,Christina Milian
City Hall,Al Pacino
City Hall,Martin Landau
City Hall,Bridget Fonda
Showgirls,Bobbie Phillips
Showgirls,Elizabeth Berkley
Showgirls,Robert Davi
Marie Antoinette,Kirsten Dunst
Marie Antoinette,Shirley Henderson
Marie Antoinette,Rip Torn
Kiss of Death,Nicolas Cage
Kiss of Death,Michael Rapaport
Kiss of Death,Philip Baker Hall
Get Carter,Sylvester Stallone
Get Carter,Miranda Richardson
Get Carter,Lauren Lee Smith
The Impossible,Naomi Watts
The Impossible,Geraldine Chaplin
The Impossible,Oaklee Pendergast
Ishtar,Carol Kane
Ishtar,Warren Beatty
Ishtar,Isabelle Adjani
Fantastic Mr. Fox,Bill Murray
Fantastic Mr. Fox,Meryl Streep
Fantastic Mr. Fox,Helen McCrory
Life or Something Like It,Angelina Jolie Pitt
Life or Something Like It,Stockard Channing
Life or Something Like It,James Gammon
Memoirs of an Invisible Man,Richard Epcar
Memoirs of an Invisible Man,Michael McKean
Memoirs of an Invisible Man,Patricia Heaton
Amélie,Mathieu Kassovitz
Amélie,Jamel Debbouze
Amélie,Isabelle Nanty
