movie_title,title_year,language,country,duration,content_rating,movie_imdb_link,director_name,imdb_score,num_voted_users,gross
Persepolis,2007,French,France,89.0,PG-13,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,Vincent Paronnaud,8.0,70194,4443403.0
The Hole,2009,English,USA,92.0,PG-13,http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1,Joe Dante,5.7,19157,
The Neon Demon,2016,English,France,118.0,R,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,Nicolas Winding Refn,7.0,9866,1330827.0
Harry Brown,2009,English,UK,97.0,R,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,Daniel Barber,7.2,74435,1818681.0
The Omega Code,1999,English,USA,100.0,PG-13,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,Robert Marcarelli,3.5,4682,12610552.0
Juno,2007,English,USA,96.0,PG-13,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,Jason Reitman,7.5,414335,143492840.0
Pound of Flesh,2015,English,Canada,104.0,R,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,Ernie Barbarash,5.1,4099,
Diamonds Are Forever,1971,English,UK,120.0,GP,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,Guy Hamilton,6.7,74249,43800000.0
The Godfather,1972,English,USA,175.0,R,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,Francis Ford Coppola,9.2,1155770,134821952.0
Flashdance,1983,English,USA,95.0,R,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,Adrian Lyne,6.1,35172,94900000.0
500 Days of Summer,2009,English,USA,95.0,PG-13,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,Marc Webb,7.7,376600,32391374.0
The Piano,1993,English,New Zealand,121.0,R,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,Jane Campion,7.6,63931,40158000.0
Magic Mike,2012,English,USA,110.0,R,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,Steven Soderbergh,6.1,108843,113709992.0
Darkness Falls,2003,English,USA,96.0,PG-13,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,Jonathan Liebesman,4.9,25870,32131483.0
Live and Let Die,1973,English,UK,121.0,PG,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,Guy Hamilton,6.8,74957,35400000.0
My Dog Skip,2000,English,USA,95.0,PG,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,Jay Russell,7.0,16651,34099640.0
"Definitely, Maybe",2008,English,Germany,112.0,PG-13,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,Adam Brooks,7.2,127760,31973840.0
Jumping the Broom,2011,English,USA,112.0,PG-13,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,Salim Akil,5.7,7973,37295394.0
"Good Night, and Good Luck.",2005,English,USA,93.0,PG,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,George Clooney,7.5,84070,31501218.0
Capote,2005,English,Canada,110.0,R,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,Bennett Miller,7.4,100571,28747570.0
Desperado,1995,English,USA,104.0,R,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,Robert Rodriguez,7.2,138707,25625110.0
Logan's Run,1976,English,USA,119.0,PG,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,Michael Anderson,6.8,39847,25000000.0
The Man with the Golden Gun,1974,English,UK,125.0,PG,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,Guy Hamilton,6.8,73950,21000000.0
Action Jackson,1988,English,USA,96.0,R,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,Craig R. Baxley,5.2,7569,20257000.0
The Descent,2005,English,UK,100.0,R,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,Neil Marshall,7.2,154938,26005908.0
Devil's Due,2014,English,USA,89.0,R,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,Matt Bettinelli-Olpin,4.0,13913,15818967.0
Flirting with Disaster,1996,English,USA,92.0,R,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,David O. Russell,6.8,15088,14891000.0
The Devil's Rejects,2005,English,USA,109.0,R,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,Rob Zombie,6.9,76267,16901126.0
Dope,2015,English,USA,103.0,R,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,Rick Famuyiwa,7.3,56605,17474107.0
In Too Deep,1999,English,USA,95.0,R,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,Michael Rymer,6.1,4598,14003141.0
House of 1000 Corpses,2003,English,USA,105.0,R,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,Rob Zombie,6.0,60709,12583510.0
Alien Zone,1978,English,USA,79.0,PG,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,Sharron Miller,4.1,440,
A Serious Man,2009,English,USA,106.0,R,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,Ethan Coen,7.0,102125,9190525.0
Get Low,2009,English,USA,100.0,PG-13,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,Aaron Schneider,7.1,19147,9176553.0
Warlock,1989,English,USA,103.0,R,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,Steve Miner,6.2,11668,9094451.0
Beyond the Lights,2014,English,USA,116.0,PG-13,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,Gina Prince-Bythewood,6.9,11191,14612840.0
A Single Man,2009,English,USA,99.0,R,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,Tom Ford,7.6,83182,9166863.0
The Last Temptation of Christ,1988,English,USA,164.0,R,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,Martin Scorsese,7.6,39680,8373585.0
Outside Providence,1999,English,USA,96.0,R,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,Michael Corrente,6.4,7736,7292175.0
Bride & Prejudice,2004,English,UK,122.0,PG-13,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,Gurinder Chadha,6.2,17436,6601079.0
Rabbit-Proof Fence,2002,Aboriginal,Australia,94.0,PG,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,Phillip Noyce,7.5,23486,6165429.0
Who's Your Caddy?,2007,English,USA,93.0,PG-13,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,Don Michael Paul,2.0,13815,5694308.0
Split Second,1992,English,UK,96.0,R,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,Tony Maylam,6.2,8391,5430822.0
The Other Side of Heaven,2001,English,USA,113.0,PG,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,Mitch Davis,6.5,3203,4720371.0
Redbelt,2008,English,USA,99.0,R,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,David Mamet,6.8,18561,2344847.0
Cyrus,2010,English,USA,91.0,R,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,Jay Duplass,6.3,29967,7455447.0
A Dog of Flanders,1999,English,USA,100.0,PG,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,Kevin Brodie,6.3,781,2148212.0
Auto Focus,2002,English,USA,105.0,R,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,Paul Schrader,6.6,11387,2062066.0
Factory Girl,2006,English,USA,99.0,R,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,George Hickenlooper,6.4,18355,1654367.0
We Need to Talk About Kevin,2011,English,UK,112.0,R,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,Lynne Ramsay,7.5,95529,1738692.0
The Christmas Candle,2013,English,UK,100.0,PG,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,John Stephenson,5.8,844,2209479.0
The Mighty Macs,2009,English,USA,99.0,G,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,Tim Chambers,6.5,1119,1889522.0
Losin' It,1983,English,Canada,100.0,R,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,Curtis Hanson,4.8,3114,
Mother and Child,2009,English,USA,125.0,R,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,Rodrigo García,7.2,9727,1110286.0
March or Die,1977,English,UK,107.0,PG,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,Dick Richards,6.3,2215,1000000.0
Les visiteurs,1993,French,France,107.0,R,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,Jean-Marie Poiré,7.0,24438,700000.0
Somewhere,2010,English,USA,97.0,R,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,Sofia Coppola,6.3,35848,1768416.0
I Hope They Serve Beer in Hell,2009,English,USA,105.0,R,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,Bob Gosse,5.3,7412,1425993.0
Chairman of the Board,1998,English,USA,95.0,PG-13,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,Alex Zamm,2.3,5143,306715.0
Hesher,2010,English,USA,106.0,R,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,Spencer Susser,7.1,43965,382946.0
Dom Hemingway,2013,English,UK,93.0,R,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,Richard Shepard,6.2,21243,518134.0
Gerry,2002,English,USA,103.0,R,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,Gus Van Sant,6.2,15104,236266.0
The Heart of Me,2002,English,UK,96.0,R,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,Thaddeus O'Sullivan,6.7,1966,196067.0
Freeheld,2015,English,USA,103.0,PG-13,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,Peter Sollett,6.5,5863,532988.0
The Extra Man,2010,English,USA,108.0,R,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,Shari Springer Berman,5.9,4124,453079.0
Hard to Be a God,2013,Russian,Russia,177.0,Not Rated,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,Aleksey German,6.7,2518,
Ca$h,2010,English,USA,118.0,R,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,Stephen Milburn Anderson,6.0,7663,46451.0
Wah-Wah,2005,English,UK,97.0,R,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,Richard E. Grant,6.9,2670,233103.0
The Boondock Saints,1999,English,Canada,102.0,R,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,Troy Duffy,7.9,197845,
Twixt,2011,English,USA,88.0,R,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,Francis Ford Coppola,4.8,8589,
Snow Queen,2012,Russian,Russia,80.0,PG,http://www.imdb.com/title/tt2243621/?ref_=fn_tt_tt_1,Vladlen Barbe,5.3,1159,
Pale Rider,1985,English,USA,115.0,R,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,Clint Eastwood,7.3,39451,41400000.0
Dazed and Confused,1993,English,USA,102.0,R,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,Richard Linklater,7.7,120036,7993039.0
High School Musical 2,2007,English,USA,111.0,TV-G,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,Kenny Ortega,4.8,39786,
The Chumscrubber,2005,English,USA,108.0,R,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,Arie Posin,7.0,16299,49526.0
Shade,2003,English,USA,101.0,R,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,Damian Nieman,6.4,10771,10696.0
House at the End of the Street,2012,English,Canada,101.0,PG-13,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,Mark Tonderai,5.6,58366,31607598.0
Incendies,2010,French,Canada,139.0,R,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,Denis Villeneuve,8.2,80429,6857096.0
"Remember Me, My Love",2003,Italian,Italy,125.0,R,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,Gabriele Muccino,6.5,3548,223878.0
Perrier's Bounty,2009,English,Ireland,88.0,R,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,Ian Fitzgibbon,6.4,5133,828.0
Elite Squad,2007,Portuguese,Brazil,115.0,R,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,José Padilha,8.1,81644,8060.0
Annabelle,2014,English,USA,99.0,R,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,John R. Leonetti,5.4,81699,84263837.0
Bran Nue Dae,2009,English,Australia,88.0,PG-13,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,Rachel Perkins,6.3,1388,110029.0
Boyz n the Hood,1991,English,USA,112.0,R,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,John Singleton,7.8,94139,57504069.0
La Bamba,1987,English,USA,108.0,PG-13,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,Luis Valdez,6.8,21409,54215416.0
The Four Seasons,1981,English,USA,107.0,PG,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,Alan Alda,7.2,3157,
Dressed to Kill,1980,English,USA,104.0,X,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,Brian De Palma,7.1,23986,31899000.0
The Adventures of Huck Finn,1993,English,USA,108.0,PG,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,Stephen Sommers,6.2,6384,24103594.0
Go,1999,English,USA,102.0,R,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,Doug Liman,7.3,59474,16842303.0
Friends with Money,2006,English,USA,88.0,R,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,Nicole Holofcener,5.9,19715,13367101.0
The Andromeda Strain,1971,English,USA,115.0,G,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,Robert Wise,7.2,25857,
Bats,1999,English,USA,91.0,PG-13,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,Louis Morneau,3.6,8294,10149779.0
Nowhere in Africa,2001,English,Germany,141.0,R,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,Caroline Link,7.7,10672,6173485.0
Shame,2011,English,UK,101.0,NC-17,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,Steve McQueen,7.3,145395,4000304.0
Layer Cake,2004,English,UK,105.0,R,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,Matthew Vaughn,7.4,134070,2338695.0
The Work and the Glory II: American Zion,2005,English,USA,100.0,PG-13,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,Sterling Van Wagenen,6.6,564,2024854.0
The East,2013,English,UK,116.0,PG-13,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,Zal Batmanglij,6.9,41856,2268296.0
A Home at the End of the World,2004,English,USA,97.0,R,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,Michael Mayer,6.8,12049,1029017.0
The Messenger,2009,English,USA,105.0,R,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,Oren Moverman,7.2,29608,66637.0
Tracker,2010,English,New Zealand,102.0,R,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,Ian Sharp,6.5,2892,
Control,2007,English,UK,122.0,R,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,Anton Corbijn,7.7,51353,871577.0
The Terminator,1984,English,UK,107.0,R,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,James Cameron,8.1,600266,38400000.0
Good Bye Lenin!,2003,German,Germany,121.0,R,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,Wolfgang Becker,7.7,114407,4063859.0
The Damned United,2009,English,UK,98.0,R,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,Tom Hooper,7.6,32307,449558.0
The Return of the Living Dead,1985,English,USA,108.0,R,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,Dan O'Bannon,7.3,39856,
Mallrats,1995,English,USA,123.0,R,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,Kevin Smith,7.2,99033,2122561.0
Grease,1978,English,USA,110.0,PG-13,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,Randal Kleiser,7.2,170027,181360000.0
Platoon,1986,English,UK,120.0,R,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,Oliver Stone,8.1,291603,137963328.0
Fahrenheit 9/11,2004,English,USA,122.0,R,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,Michael Moore,7.5,113152,119078393.0
Butch Cassidy and the Sundance Kid,1969,English,USA,110.0,M,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,George Roy Hill,8.1,152089,102308900.0
Mary Poppins,1964,English,USA,139.0,Approved,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,Robert Stevenson,7.8,107408,102300000.0
Ordinary People,1980,English,USA,124.0,R,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,Robert Redford,7.8,35130,54800000.0
West Side Story,1961,English,USA,152.0,Unrated,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,Jerome Robbins,7.6,71919,43650000.0
Caddyshack,1980,English,USA,98.0,R,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,Harold Ramis,7.4,81599,39800000.0
The Brothers,2001,English,USA,106.0,R,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,Gary Hardwick,6.3,3198,27457409.0
The Wood,1999,English,USA,106.0,R,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,Rick Famuyiwa,6.9,6585,25047631.0
The Usual Suspects,1995,English,USA,106.0,R,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,Bryan Singer,8.6,740918,23272306.0
A Nightmare on Elm Street 5: The Dream Child,1989,English,USA,89.0,X,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,Stephen Hopkins,5.1,29659,22168359.0
Van Wilder: Party Liaison,2002,English,Germany,94.0,R,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,Walt Becker,6.4,89128,21005329.0
The Wrestler,2008,English,USA,109.0,R,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,Darren Aronofsky,7.9,251349,26236603.0
Duel in the Sun,1946,English,USA,144.0,Unrated,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,King Vidor,6.9,6304,20400000.0
Best in Show,2000,English,USA,90.0,PG-13,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,Christopher Guest,7.5,45859,18621249.0
Escape from New York,1981,English,UK,106.0,R,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,John Carpenter,7.2,91017,25244700.0
School Daze,1988,English,USA,121.0,R,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,Spike Lee,5.8,4756,14545844.0
Daddy Day Camp,2007,English,USA,89.0,PG,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,Fred Savage,2.9,12339,13235267.0
Mr. Nice Guy,1997,English,Hong Kong,86.0,PG-13,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,Sammo Kam-Bo Hung,6.2,19774,12674183.0
A Mighty Wind,2003,English,USA,91.0,PG-13,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,Christopher Guest,7.3,22408,17508936.0
Mystic Pizza,1988,English,USA,104.0,R,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,Donald Petrie,6.2,18286,12793213.0
Sliding Doors,1998,English,UK,99.0,R,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,Peter Howitt,6.8,52805,11883495.0
Tales from the Hood,1995,English,USA,98.0,R,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,Rusty Cundieff,6.1,4582,11797927.0
The Last King of Scotland,2006,English,UK,121.0,R,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,Kevin Macdonald,7.7,145580,17605861.0
Halloween 5,1989,English,USA,96.0,X,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,Dominique Othenin-Girard,5.2,22929,11642254.0
Bernie,2011,English,USA,99.0,PG-13,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,Richard Linklater,6.8,45396,9203192.0
Pollock,2000,English,USA,122.0,R,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,Ed Harris,7.0,23023,8596914.0
200 Cigarettes,1999,English,USA,101.0,R,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,Risa Bramon Garcia,5.9,13010,6851636.0
The Words,2012,English,USA,102.0,PG-13,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,Brian Klugman,7.1,59637,11434867.0
Casa de mi Padre,2012,Spanish,USA,84.0,R,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,Matt Piedmont,5.5,17169,5895238.0
City Island,2009,English,USA,104.0,PG-13,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,Raymond De Felitta,7.4,27301,6670712.0
The Guard,2011,English,Ireland,96.0,R,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,John Michael McDonagh,7.3,64794,5359774.0
College,2008,English,USA,94.0,R,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,Deb Hagan,4.6,11011,4693919.0
The Virgin Suicides,1999,English,USA,90.0,R,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,Sofia Coppola,7.2,116910,4859475.0
Little Voice,1998,English,UK,97.0,R,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,Mark Herman,7.0,13892,4595000.0
Miss March,2009,English,USA,90.0,R,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,Zach Cregger,5.1,18313,4542775.0
Wish I Was Here,2014,English,USA,106.0,R,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,Zach Braff,6.7,29341,3588432.0
Simply Irresistible,1999,English,Germany,96.0,PG-13,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,Mark Tarlov,5.3,11439,4394936.0
Hedwig and the Angry Inch,2001,English,USA,95.0,R,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,John Cameron Mitchell,7.8,26300,3029081.0
Only the Strong,1993,English,USA,99.0,PG-13,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,Sheldon Lettich,6.7,4195,3273588.0
Shattered Glass,2003,English,USA,99.0,PG-13,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,Billy Ray,7.2,28855,2207975.0
Novocaine,2001,English,USA,95.0,R,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,David Atkins,5.8,9589,2025238.0
The Business of Strangers,2001,English,USA,84.0,R,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,Patrick Stettner,6.4,3413,1028337.0
The Wild Bunch,1969,English,USA,144.0,R,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,Sam Peckinpah,8.0,63192,
The Wackness,2008,English,USA,99.0,R,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,Jonathan Levine,7.0,27266,2077046.0
The Great Train Robbery,1979,English,UK,110.0,PG,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,Michael Crichton,7.0,11623,
Morvern Callar,2002,English,UK,97.0,R,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,Lynne Ramsay,6.7,6906,267194.0
Beastmaster 2: Through the Portal of Time,1991,English,USA,107.0,PG-13,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,Sylvio Tabet,3.8,2281,869325.0
The 5th Quarter,2010,English,USA,90.0,PG,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,Rick Bieber,5.7,1245,399611.0
The Flower of Evil,2003,French,France,104.0,R,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,Claude Chabrol,6.6,2591,181798.0
The Greatest,2009,English,USA,96.0,R,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,Shana Feste,6.7,7394,115862.0
Snow Flower and the Secret Fan,2011,English,China,104.0,PG-13,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,Wayne Wang,6.1,3024,1346503.0
Come Early Morning,2006,English,USA,97.0,R,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,Joey Lauren Adams,6.2,2330,117560.0
Lucky Break,2001,English,UK,107.0,PG-13,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,Peter Cattaneo,6.2,1940,54606.0
Julia,1977,English,USA,117.0,PG,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,Fred Zinnemann,7.4,6454,
"Surfer, Dude",2008,English,USA,85.0,R,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,S.R. Bindler,4.7,7367,36497.0
Lake of Fire,2006,English,USA,152.0,Unrated,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,Tony Kaye,8.3,2143,23807.0
11:14,2003,English,USA,85.0,R,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,Greg Marcks,7.2,38273,
Men of War,1994,English,USA,76.0,R,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,Perry Lang,5.8,2989,
Don McKay,2009,English,USA,87.0,R,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,Jake Goldberger,5.9,2050,
Deadfall,2012,English,USA,95.0,R,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,Stefan Ruzowitzky,6.3,32512,65804.0
A Shine of Rainbows,2009,English,Canada,101.0,PG,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,Vic Sarin,7.2,1696,
The Hit List,2011,English,USA,90.0,R,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,William Kaufman,5.4,10196,
Videodrome,1983,English,Canada,89.0,R,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,David Cronenberg,7.3,60522,
L'auberge espagnole,2002,French,France,111.0,R,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,Cédric Klapisch,7.3,34383,3895664.0
Song One,2014,English,USA,86.0,PG-13,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,Kate Barker-Froyland,5.8,6797,20200.0
Winter in Wartime,2008,Dutch,Netherlands,103.0,R,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,Martin Koolhoven,7.1,9230,542860.0
Freaky Deaky,2012,English,USA,90.0,R,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,Charles Matthau,6.5,6741,
The Train,1964,English,France,133.0,Unrated,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,John Frankenheimer,7.9,10119,
Trade of Innocents,2012,English,USA,88.0,PG-13,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,Christopher M. Bessette,5.4,748,15059.0
The Protector,2005,Thai,Thailand,111.0,R,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,Prachya Pinkaew,7.1,30210,11905519.0
